heuristic,model,graph,seed,k,influence,seed_set,n_nodes,community,fairness,budget,time
CELF,IC,lastfm_un,0,0,0.012105194123819519,1.0,0.00013116474291710389,0.2409297129464184,0.1674453888423023,0.9717757742061937,0.19999999999999996
CELF,IC,lastfm_un,0,1,0.016066369359916052,0.99,0.00026232948583420777,0.3076411233270422,0.21229180943924442,0.950999607996864,0.0
CELF,IC,lastfm_un,0,2,0.022092077649527808,0.98,0.00039349422875131166,0.3390699857198062,0.24295671587482726,0.9371488305239776,0.0
CELF,IC,lastfm_un,0,3,0.02381427072402938,0.97,0.0005246589716684155,0.36445212103113056,0.27642377738028834,0.927218084411342,0.0
CELF,IC,lastfm_un,0,4,0.028031217208814272,0.96,0.0006558237145855194,0.3878741526845504,0.30782000311699964,0.9116686266823468,0.0
CELF,IC,lastfm_un,0,5,0.03099422875131165,0.95,0.0007869884575026233,0.39600881234404306,0.30976891593841627,0.9014765451456945,0.0
CELF,IC,lastfm_un,0,6,0.03183237145855194,0.94,0.0009181532004197271,0.40803904322600115,0.31119320544862816,0.8881484385208415,0.0
CELF,IC,lastfm_un,0,7,0.035352833158447006,0.93,0.001049317943336831,0.40485908229471224,0.31453097165419097,0.8748203318959885,0.0
CELF,IC,lastfm_un,0,8,0.03636673662119622,0.92,0.001180482686253935,0.4090874711664665,0.3182030426924022,0.8665882660394617,0.0
CELF,IC,lastfm_un,0,9,0.03991605456453305,0.91,0.0013116474291710388,0.4213315606918716,0.3174147785708563,0.8437214164379981,0.0
CELF,IC,lastfm_un,0,10,0.03959601259181532,0.9,0.0014428121720881427,0.4272051542391627,0.31789459360291306,0.8378413693976219,0.0
CELF,IC,lastfm_un,0,11,0.04236490031479538,0.89,0.0015739769150052466,0.440195917260063,0.3489663475517998,0.8283026264210114,0.0
CELF,IC,lastfm_un,0,12,0.04589585519412382,0.88,0.0017051416579223506,0.44218840343983534,0.3401995896075968,0.805827779955573,0.0
CELF,IC,lastfm_un,0,13,0.04431532004197272,0.87,0.0018363064008394543,0.44632600649987997,0.3421221958098062,0.8012544100352803,0.0
CELF,IC,lastfm_un,0,14,0.045190188877229795,0.86,0.001967471143756558,0.44257591915855565,0.34219808544222863,0.7956356984189207,0.0
CELF,IC,lastfm_un,0,15,0.04730194123819517,0.85,0.002098635886673662,0.44548734880353535,0.34433112788899256,0.782046256370051,0.0
CELF,IC,lastfm_un,0,16,0.04894674711437566,0.84,0.002229800629590766,0.4489744835906684,0.3473384008446163,0.7752515353456161,0.0
CELF,IC,lastfm_un,0,17,0.05048662119622246,0.83,0.00236096537250787,0.4548275347601791,0.3465397299844303,0.7684568143211812,0.0
CELF,IC,lastfm_un,0,18,0.051037513116474295,0.82,0.002492130115424974,0.4538919721396517,0.34773637222546927,0.7650594538089638,0.0
CELF,IC,lastfm_un,0,19,0.050347586568730326,0.81,0.0026232948583420775,0.4565915574071929,0.3489268616258957,0.7608780870246962,0.0
CELF,IC,lastfm_un,0,20,0.05169858342077649,0.8,0.0027544596012591817,0.45322981688631325,0.34976552345491296,0.7570887233764536,0.0
CELF,IC,lastfm_un,0,21,0.05259443861490032,0.79,0.0028856243441762854,0.4561092779058027,0.34496711501331445,0.7484646543839018,0.0
CELF,IC,lastfm_un,0,22,0.05275052465897167,0.78,0.003016789087093389,0.4590486057461045,0.34574270031769017,0.7465046387037764,0.0
CELF,IC,lastfm_un,0,23,0.05334863588667366,0.77,0.0031479538300104933,0.45506273922050544,0.3459704347369005,0.7397099176793414,0.0
CELF,IC,lastfm_un,0,24,0.05442418677859392,0.76,0.003279118572927597,0.4580759335528587,0.3469606967644633,0.7365738925911407,0.0
CELF,IC,lastfm_un,0,25,0.05490293809024134,0.75,0.003410283315844701,0.4603618634522957,0.34740114866651584,0.7331765320789233,0.0
CELF,IC,lastfm_un,0,26,0.05358342077649528,0.74,0.003541448058761805,0.45827646897605223,0.3474647904961137,0.7271658173265386,0.0
CELF,IC,lastfm_un,0,27,0.05654774396642183,0.73,0.0036726128016789086,0.46764006196263597,0.36875257533781114,0.7220697765582125,0.0
CELF,IC,lastfm_un,0,28,0.055655823714585516,0.72,0.0038037775445960128,0.46790917663096954,0.36813833354692316,0.7126617012936103,0.0
CELF,IC,lastfm_un,0,29,0.05761149003147954,0.71,0.003934942287513116,0.47105921554897234,0.36905549255122694,0.6899255194041553,0.0
CELF,IC,lastfm_un,0,30,0.058794596012591814,0.7,0.00406610703043022,0.46874431157005114,0.3645393167334837,0.6871814974519797,0.0
CELF,IC,lastfm_un,0,31,0.05819648478488982,0.69,0.004197271773347324,0.46960982945121166,0.35971995207135443,0.6852214817718542,0.0
CELF,IC,lastfm_un,0,32,0.05909627492130116,0.68,0.0043284365162644285,0.47160358564884897,0.35985835696558743,0.6823467921076702,0.0
CELF,IC,lastfm_un,0,33,0.060014428121720885,0.67,0.004459601259181532,0.470083834543332,0.36028143377050503,0.6788187638834444,0.0
CELF,IC,lastfm_un,0,34,0.060398740818468,0.66,0.004590766002098636,0.47000785582340565,0.36042619502874185,0.6730693845550764,0.0
CELF,IC,lastfm_un,0,35,0.060099685204617,0.65,0.00472193074501574,0.47306349910848966,0.36015590113176654,0.6674506729387168,0.0
CELF,IC,lastfm_un,0,36,0.060960125918153196,0.64,0.004853095487932843,0.4741150578014316,0.3560483197683896,0.6647066509865412,0.0
CELF,IC,lastfm_un,0,37,0.061113588667366214,0.63,0.004984260230849948,0.4690548187589937,0.35618489898523553,0.651639879785705,0.0
CELF,IC,lastfm_un,0,38,0.06233210912906611,0.62,0.005115424973767052,0.47421232861060236,0.3576208607960185,0.6471971775774206,0.0
CELF,IC,lastfm_un,0,39,0.06205403987408185,0.61,0.005246589716684155,0.47874225940587256,0.35761839433889575,0.6447144910492617,0.0
CELF,IC,lastfm_un,0,40,0.0630574501573977,0.6,0.005377754459601259,0.4773001399158403,0.3572630202063217,0.6384424408728604,0.0
CELF,IC,lastfm_un,0,41,0.06383525708289611,0.59,0.005508919202518363,0.47244505518558844,0.3584046124859974,0.6353064157846596,0.0
CELF,IC,lastfm_un,0,42,0.06353095487932844,0.58,0.005640083945435467,0.47718060897965375,0.3591778041531227,0.6330850646805175,0.0
CELF,IC,lastfm_un,0,43,0.06349816369359916,0.57,0.005771248688352571,0.4805009803439667,0.36020597873043725,0.6269436822161244,0.0
CELF,IC,lastfm_un,0,44,0.06458027282266526,0.56,0.005902413431269675,0.4759843054884857,0.3605864366982212,0.6159675944074219,0.0
CELF,IC,lastfm_un,0,45,0.06610309548793285,0.55,0.006033578174186778,0.48656940921830905,0.37948664744641125,0.6090422056709788,0.0
CELF,IC,lastfm_un,0,46,0.06714585519412382,0.54,0.006164742917103882,0.4846810894952116,0.3799077290264249,0.6056448451587613,0.0
CELF,IC,lastfm_un,0,47,0.06661857292759706,0.53,0.0062959076600209865,0.48521025662548845,0.37915815199931546,0.6017248137985104,0.0
CELF,IC,lastfm_un,0,48,0.06782266526757608,0.52,0.00642707240293809,0.48784870138916425,0.39578551074074075,0.5947994250620672,0.0
CELF,IC,lastfm_un,0,49,0.06934024134312697,0.51,0.006558237145855194,0.4993808404497935,0.4017477765475249,0.5881353717496407,0.0
CELF,IC,lastfm_un,0,50,0.06889428121720881,0.5,0.006689401888772298,0.48748936682319177,0.40190266027204946,0.5826473278452895,0.0
CELF,IC,lastfm_un,0,51,0.0690582371458552,0.49,0.006820566631689402,0.49142962602000895,0.398024150814026,0.5810793153011891,0.0
CELF,IC,lastfm_un,0,52,0.0694923924449108,0.48,0.006951731374606506,0.4952809544402115,0.39703688256729663,0.5774206193649549,0.0
CELF,IC,lastfm_un,0,53,0.070851259181532,0.47,0.00708289611752361,0.4934860762913851,0.39704082733544577,0.5704952306285117,0.0
CELF,IC,lastfm_un,0,54,0.06934679958027283,0.46,0.007214060860440714,0.4961084603663036,0.3971738485752032,0.5660525284202274,0.0
CELF,IC,lastfm_un,0,55,0.07009706190975865,0.45,0.007345225603357817,0.4979710678654189,0.3971673340668621,0.564484515876127,0.0
CELF,IC,lastfm_un,0,56,0.07089323189926548,0.44,0.007476390346274921,0.5010475637301504,0.3978985325323243,0.5618711616359597,0.0
CELF,IC,lastfm_un,0,57,0.07079748163693599,0.43,0.0076075550891920255,0.4936270078900855,0.39779590316852764,0.5604338168038678,0.0
CELF,IC,lastfm_un,0,58,0.07087749213011542,0.42,0.007738719832109129,0.49378600119540195,0.3980918657074096,0.556905788579642,0.0
CELF,IC,lastfm_un,0,59,0.07197665267576075,0.41,0.007869884575026232,0.5052523281311605,0.3982482816863713,0.5544231020514832,0.0
CELF,IC,lastfm_un,0,60,0.07202649527806926,0.4,0.008001049317943336,0.49091005431040247,0.39824157133250626,0.5485430550111068,0.0
CELF,IC,lastfm_un,0,61,0.07301810073452257,0.39,0.00813221406086044,0.5020316755726717,0.39876020912137045,0.5467137070429897,0.0
CELF,IC,lastfm_un,0,62,0.07325157397691501,0.38,0.008263378803777545,0.5162174606716284,0.42567731375835494,0.5410949954266301,0.0
CELF,IC,lastfm_un,0,63,0.07347455403987407,0.37,0.008394543546694649,0.5171858228532139,0.42592058321753046,0.5382203057624462,0.0
CELF,IC,lastfm_un,0,64,0.07297481636935992,0.36,0.008525708289611753,0.5195613394596932,0.42579153339454,0.5373056317783875,0.0
CELF,IC,lastfm_un,0,65,0.07452780692549843,0.35,0.008656873032528857,0.5137967066880837,0.42486941904641673,0.5329935972821116,0.0
CELF,IC,lastfm_un,0,66,0.07349816369359917,0.34,0.00878803777544596,0.5104689992042655,0.42379008275543173,0.5297269044819025,0.0
CELF,IC,lastfm_un,0,67,0.07478488982161595,0.33,0.008919202518363064,0.5159757534494712,0.42363930162639885,0.5286815627858357,0.0
CELF,IC,lastfm_un,0,68,0.07487277019937041,0.32,0.009050367261280168,0.5130302259442594,0.4235568065738812,0.5276362210897687,0.0
CELF,IC,lastfm_un,0,69,0.07519674711437566,0.31,0.009181532004197272,0.5147987782829357,0.423688178193681,0.5196654906572586,0.0
CELF,IC,lastfm_un,0,70,0.07587486883525708,0.3,0.009312696747114376,0.5179436813206717,0.42353397671239035,0.5103880831046648,0.0
CELF,IC,lastfm_un,0,71,0.07571091290661071,0.29,0.00944386149003148,0.5250437440121777,0.42335139976871783,0.5086894028485561,0.0
CELF,IC,lastfm_un,0,72,0.0764900314795383,0.28,0.009575026232948583,0.5187596413265108,0.4231063531300655,0.5062067163203972,0.0
CELF,IC,lastfm_un,0,73,0.0771878279118573,0.27,0.009706190975865687,0.5152092073365675,0.4229073212127682,0.5032013589442048,0.0
CELF,IC,lastfm_un,0,74,0.07675236096537251,0.26,0.009837355718782791,0.5185892637515488,0.42315738531989744,0.49993466614399584,0.0
CELF,IC,lastfm_un,0,75,0.07662513116474293,0.25,0.009968520461699895,0.5227666661438728,0.4228850080351695,0.49875865673592057,0.0
CELF,IC,lastfm_un,0,76,0.07846406086044072,0.24,0.010099685204617,0.5197933068371117,0.4230053634091435,0.49575329935972823,0.0
CELF,IC,lastfm_un,0,77,0.07765739769150051,0.23,0.010230849947534103,0.5144004797205849,0.4204851443528098,0.49457728995165295,0.0
CELF,IC,lastfm_un,0,78,0.07722455403987408,0.22,0.010362014690451206,0.5183247186294979,0.4206420321844039,0.49248660655951915,0.0
CELF,IC,lastfm_un,0,79,0.07868179433368311,0.21,0.01049317943336831,0.5179546346861259,0.4207054358109893,0.49039592316738534,0.0
CELF,IC,lastfm_un,0,80,0.07861490031479539,0.2,0.010624344176285414,0.5279271603643166,0.44652978489554096,0.4833398667189337,0.0
CELF,IC,lastfm_un,0,81,0.07809286463798532,0.19,0.010755508919202518,0.524666825749158,0.44632254937569793,0.4811185156147916,0.0
CELF,IC,lastfm_un,0,82,0.07923530954879329,0.18,0.010886673662119623,0.5321288460700571,0.4463694226739491,0.479811838494708,0.0
CELF,IC,lastfm_un,0,83,0.07966815320041973,0.17,0.011017838405036727,0.5299193864808177,0.4462972191083795,0.4785051613746243,0.0
CELF,IC,lastfm_un,0,84,0.07949108079748163,0.16,0.01114900314795383,0.5362109390370168,0.44943272122313827,0.4738011237423233,0.0
CELF,IC,lastfm_un,0,85,0.08065844700944387,0.15,0.011280167890870933,0.5417673801240583,0.45509350620585576,0.46857441526198873,0.0
CELF,IC,lastfm_un,0,86,0.08061385099685205,0.14,0.011411332633788037,0.5374495867054639,0.45487678364068307,0.46792107670194694,0.0
CELF,IC,lastfm_un,0,87,0.08083945435466947,0.13,0.011542497376705142,0.5316360012990844,0.454779545955045,0.46609172873382987,0.0
CELF,IC,lastfm_un,0,88,0.08085519412381953,0.12,0.011673662119622246,0.5401315935365465,0.4548230863176872,0.4642623807657128,0.0
CELF,IC,lastfm_un,0,89,0.08154774396642182,0.11,0.01180482686253935,0.536078381336765,0.4548004592469459,0.4609956879655037,0.0
CELF,IC,lastfm_un,0,90,0.08196878279118572,0.1,0.011935991605456454,0.5405734071503507,0.4545657167584368,0.46047301711747024,0.0
CELF,IC,lastfm_un,0,91,0.08212486883525709,0.09,0.012067156348373556,0.5371820337916287,0.4544932573622116,0.4574676597412779,0.0
CELF,IC,lastfm_un,0,92,0.08266920251836306,0.08,0.01219832109129066,0.5447536660352819,0.4579996373078119,0.45302495753299354,0.0
CELF,IC,lastfm_un,0,93,0.08189533053515215,0.07,0.012329485834207765,0.5323136746750488,0.45773653876372455,0.45171828041290996,0.0
CELF,IC,lastfm_un,0,94,0.08163693599160546,0.06,0.012460650577124869,0.5334935007147716,0.45760873948820635,0.44819025218868414,0.0
CELF,IC,lastfm_un,0,95,0.0833735571878279,0.05,0.012591815320041973,0.5405377608557297,0.4570088549156037,0.4453155625245002,0.0
CELF,IC,lastfm_un,0,96,0.08356505771248689,0.04,0.012722980062959077,0.538641208106575,0.4569208056654971,0.44296354370834967,0.0
CELF,IC,lastfm_un,0,97,0.08361096537250788,0.03,0.01285414480587618,0.5397338055851968,0.45676634392143955,0.435515484123873,0.0
CELF,IC,lastfm_un,0,98,0.08444123819517313,0.02,0.012985309548793284,0.542666366959424,0.45656611146566317,0.43329413301973085,0.0
CELF,IC,lastfm_un,0,99,0.08390477439664219,0.01,0.013116474291710388,0.5394045600322477,0.456447418016416,0.43185678818763884,0.0
CELF,IC,lastfm_un,1,0,0.011402151101783841,1.0,0.00013116474291710389,0.24090341105172075,0.1674453888423023,0.9717757742061937,0.19999999999999996
CELF,IC,lastfm_un,1,1,0.01651364113326338,0.99,0.00026232948583420777,0.29945883915408744,0.21229180943924442,0.9489089246047302,0.19999999999999996
CELF,IC,lastfm_un,1,2,0.02147691500524659,0.98,0.00039349422875131166,0.34034403912897304,0.24295671587482726,0.9350581471318438,0.0
CELF,IC,lastfm_un,1,3,0.02401232948583421,0.97,0.0005246589716684155,0.3537062314144579,0.27642377738028834,0.9265647458513001,0.0
CELF,IC,lastfm_un,1,4,0.02536857292759706,0.96,0.0006558237145855194,0.36392520100862236,0.27865355764680444,0.9166339997386646,0.0
CELF,IC,lastfm_un,1,5,0.030243966421825814,0.95,0.0007869884575026233,0.37372844209001765,0.2820120518817917,0.905265908793937,0.0
CELF,IC,lastfm_un,1,6,0.031745802728226656,0.94,0.0009181532004197271,0.379501933882066,0.2851671403422692,0.8897164510649418,0.0
CELF,IC,lastfm_un,1,7,0.032732161594963276,0.93,0.001049317943336831,0.3836469056537922,0.2856174211614715,0.880047040376323,0.0
CELF,IC,lastfm_un,1,8,0.035099685204617,0.92,0.001180482686253935,0.40006725721122915,0.3138108085868052,0.8698549588396707,0.0
CELF,IC,lastfm_un,1,9,0.03785283315844701,0.91,0.0013116474291710388,0.41500771404202175,0.31832878964355504,0.8612308898471188,0.0
CELF,IC,lastfm_un,1,10,0.040586306400839454,0.9,0.0014428121720881427,0.41539367690261886,0.3094109019583521,0.8537828302626421,0.0
CELF,IC,lastfm_un,1,11,0.04201600209863589,0.89,0.0015739769150052466,0.4323840235420977,0.33946806169430244,0.8431987455899648,0.0
CELF,IC,lastfm_un,1,12,0.04313746065057712,0.88,0.0017051416579223506,0.43949253751178563,0.33922273652835755,0.831438651509212,0.0
CELF,IC,lastfm_un,1,13,0.04458551941238195,0.87,0.0018363064008394543,0.44055588323244854,0.3293595660665226,0.8280412909969946,0.0
CELF,IC,lastfm_un,1,14,0.044888509968520465,0.86,0.001967471143756558,0.4518553098903141,0.35679969036536385,0.8124918332679995,0.0
CELF,IC,lastfm_un,1,15,0.04729275970619098,0.85,0.002098635886673662,0.45933620053953395,0.3591007326162797,0.8049131059715144,0.0
CELF,IC,lastfm_un,1,16,0.047016002098635885,0.84,0.002229800629590766,0.4663980674328966,0.35984068559956583,0.7979877172350712,0.0
CELF,IC,lastfm_un,1,17,0.048818205666316894,0.83,0.00236096537250787,0.46914346497278536,0.36313727918371974,0.7906703253626028,0.0
CELF,IC,lastfm_un,1,18,0.04978488982161595,0.82,0.002492130115424974,0.4689330864064558,0.36564801269990654,0.7858356200182934,0.0
CELF,IC,lastfm_un,1,19,0.05011149003147954,0.81,0.0026232948583420775,0.4718102192449055,0.36529600652761707,0.7807395792499674,0.0
CELF,IC,lastfm_un,1,20,0.050198058761804824,0.8,0.0027544596012591817,0.4702256400358251,0.36558405944875383,0.7796942375539004,0.0
CELF,IC,lastfm_un,1,21,0.05226652675760756,0.79,0.0028856243441762854,0.46591797591834594,0.366830617287213,0.7743368613615575,0.0
CELF,IC,lastfm_un,1,22,0.053117785939139565,0.78,0.003016789087093389,0.4711208516084825,0.3694699598402532,0.7661047955050307,0.0
CELF,IC,lastfm_un,1,23,0.05325419727177334,0.77,0.0031479538300104933,0.4814052640591623,0.3699196934086635,0.7612700901607212,0.0
CELF,IC,lastfm_un,1,24,0.0543704092339979,0.76,0.003279118572927597,0.4735796343675187,0.3698143631719992,0.757219391088462,0.0
CELF,IC,lastfm_un,1,25,0.05519805876180482,0.75,0.003410283315844701,0.4730362237630348,0.36933711295091853,0.7540833660002613,0.0
CELF,IC,lastfm_un,1,26,0.055727964323189924,0.74,0.003541448058761805,0.47679842826286245,0.3701925726876316,0.7495099960799687,0.0
CELF,IC,lastfm_un,1,27,0.05493048268625394,0.73,0.0036726128016789086,0.4811112663271432,0.3715901139960345,0.7459819678557429,0.0
CELF,IC,lastfm_un,1,28,0.05601521511017839,0.72,0.0038037775445960128,0.48290442403477574,0.37195099009578547,0.7415392656474585,0.0
CELF,IC,lastfm_un,1,29,0.0562814795383001,0.71,0.003934942287513116,0.4821348451863552,0.37253470883898243,0.7372272311511825,0.0
CELF,IC,lastfm_un,1,30,0.05771248688352571,0.7,0.00406610703043022,0.4901205802837879,0.3729306118791129,0.7309551809747812,0.0
CELF,IC,lastfm_un,1,31,0.058372245540398736,0.69,0.004197271773347324,0.49223186496781335,0.37294042289354556,0.7293871684306807,0.0
CELF,IC,lastfm_un,1,32,0.058683105981112274,0.68,0.0043284365162644285,0.49250253771220753,0.3730853176796316,0.7262511433424801,0.0
CELF,IC,lastfm_un,1,33,0.05721274921301154,0.67,0.004459601259181532,0.48227227428742325,0.3727915863265375,0.7232457859662877,0.0
CELF,IC,lastfm_un,1,34,0.05969832109129066,0.66,0.004590766002098636,0.49641167556499854,0.37270826509204236,0.7201097608780871,0.0
CELF,IC,lastfm_un,1,35,0.060562696747114377,0.65,0.00472193074501574,0.495502684108856,0.3724149046828926,0.7122696981575853,0.0
CELF,IC,lastfm_un,1,36,0.06037906610703043,0.64,0.004853095487932843,0.49520215243643273,0.37196142215222616,0.7097870116294264,0.0
CELF,IC,lastfm_un,1,37,0.06152019937040923,0.63,0.004984260230849948,0.4949194539084032,0.3685955836606222,0.7078269959493009,0.0
CELF,IC,lastfm_un,1,38,0.06138641133263378,0.62,0.005115424973767052,0.4848402125279262,0.3684202914968784,0.7050829739971254,0.0
CELF,IC,lastfm_un,1,39,0.06183499475341028,0.61,0.005246589716684155,0.5004596130667742,0.3680829062080895,0.7019469489089246,0.0
CELF,IC,lastfm_un,1,40,0.06102439664218258,0.6,0.005377754459601259,0.4884617480394118,0.3682971744920699,0.699202926956749,0.0
CELF,IC,lastfm_un,1,41,0.06280299055613851,0.59,0.005508919202518363,0.49533249399630197,0.3691522975511945,0.6938455507644061,0.0
CELF,IC,lastfm_un,1,42,0.062269150052465895,0.58,0.005640083945435467,0.4998764734214428,0.36992894530859766,0.6909708611002221,0.0
CELF,IC,lastfm_un,1,43,0.06231768100734523,0.57,0.005771248688352571,0.49223618653060763,0.3668374598425592,0.6878348360120214,0.0
CELF,IC,lastfm_un,1,44,0.06348635886673662,0.56,0.005902413431269675,0.49206031444063636,0.3634787731136736,0.6858748203318961,0.0
CELF,IC,lastfm_un,1,45,0.06431400839454354,0.55,0.006033578174186778,0.5005197200542453,0.39254700753020366,0.6785574284594277,0.0
CELF,IC,lastfm_un,1,46,0.06472717733473243,0.54,0.006164742917103882,0.5060942758797446,0.3923930238611997,0.6747680648111851,0.0
CELF,IC,lastfm_un,1,47,0.06610571878279119,0.53,0.0062959076600209865,0.5089348876102315,0.39237140595998354,0.6728080491310597,0.0
CELF,IC,lastfm_un,1,48,0.06564139559286464,0.52,0.00642707240293809,0.5059024461594643,0.3929899193602734,0.6669280020906834,0.0
